case_number,class,class_idx,seed,prompt
9003,1131,1122,679683034,colour peter elson and andrei tarkovsky style hyperrealism photography of highly detailed saitama with perfect face and wearing hyperrealism detailed solarpunk costume designed by denis villeneuve and caravaggio also wearing highly detailed hyperrealism retrofuturistic solarpunk neural interface designed by josan gonzalez. details in style of josan gonzalez and mike winkelmann and andgreg rutkowski and araki nobuyoshi 
9004,1634,1618,1913594259,"fantasy wavy futuristic victorian atompunk mansion, surreal, detailed, sharp details, architectural accents, colourful paint, ( ( ( reflexions on windows ) ) ), volumetric lights, depth of field, octane render, photorealism, 3 d art by disney pixar, studio ghibli, moebius "
9005,872,864,928989556,skateboarder peasant tricks painting dynamic very very detailed by hubert robert balanced cinematic well drawned posture 
9006,1560,1547,2516151540,"an abstract and detailed painting of a lilies buke made out of geometric shapes, using partly gold paint "
9007,846,838,3216874769,"medium format photograph of a surreal fashion shoot in an abandoned building, camera flash "
9008,508,504,182504425,"alternative cyberpunk designs for the eiffel tower, line drawing, schematic, plans, old yellowed paper "
9009,457,454,3274191800,the word daily!!!!!!!!!!!!!!!!!!!!!!!! depicted in a ( ( ( ( ( socialist ) ) ) ) ) ( ( ( ( ( ( realist ) ) ) ) ) mural 
9010,1240,1230,1327294233,"portrait of bruce wayne, anime fantasy illustration by tomoyuki yamasaki, kyoto studio, madhouse, ufotable, trending on artstation "
9011,1070,1061,4177361232,"“watercolor painting of tom holland smiling, high quality, octane render, trending on artstation, hd”"
9012,344,342,2454321618,"a beautifully detailed portrait painting of a half - orc barbarian, portrait fantasy art, darksun fantasy art, art by keith parkinson and greg rutkowski and tim hildebrandt "
9013,539,535,1543881648,🎹🐕🇦🇴🤡 in the style of nintendo concept art 
9014,108,107,3597740961,"selfie photo of a beautiful penguin, goldenhour "
9015,629,625,1615427199,"skill tree UI for an RPG game, style of civilization"
9016,1610,1595,4131927731,technical schematic drawing of a guillotine 
9017,36,35,2913434767,"Steins;gate, painting in style of krenz cushart ilya kuvshinov KyoAni, Makoto Shinkai,Hideaki Anno,Mochiduki Key ,Studio Ghibli, Madhouse, WHITE FOX,GAINAX ,K-ON,yuruyuri, cygames,Production I.G ,wit studio,P.A.WORKS,ufotable,mappa,TOEI Animation,trending on artstation pixiv makoto shinkai visual novel"
9018,1911,1893,2266602495,"film still of Idris Elba as Captain America in new Avengers film, photorealistic 8k"
9019,1528,1516,171841641,"in an ethereal magic elven city, highly detailed, 4 k, hdr, award - winning, octane render, artstation "
9020,1123,1114,1002896361,"a hyperdetailed realistic rendering of a beautiful river landscape, colors of cotton candy pink and blue, river is very reflective, high detail, 8 k, super texture, hyperrealistic, cryengine, vray, textured "
9021,862,854,1224812563,"portrait of 1 9 8 0 s young sylvester mccoy as the doctor, close up, perfect likeness, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, mystical, cosmic, intricate, 8 k "
9022,1543,1531,2457145046,full body digital illustration of a pastel fantasy dragon by t-tiger
9023,11,10,3831221290,"claymation still of john cena as a lego figurine. from a william child music video, inspired by wallace and grommet. depth of field, hd octane clay render, sharp focus. "
9024,1994,1976,2180806637,"in the style of joshua middleton, clay mann, artgerm, elektra marvel comics 1 9 2 0 s flapper, symmetrical eyes, on a rooftop, night time, cinematic lighting "
9025,14,13,114170768,"steampunk aztec owl inside a glass jar buried in sand, hourglass, intricate detail, himalayan rocksalt lamp, volumetric lighting, epic composition, hyper detailed, ultra realistic, sharp focus, octane render, volumetric, blue moon, ray tracing, sense of awe, swirling mist, jungle, 4 k "
9026,314,312,3349186670,The artwork by Feng Zikai.
9027,529,525,2015915647,"City being destroyed by an earthquake splitting the ground into pieces while havoc is seen on the streets, realistic 4k octane beautifully detailed render, 4k post-processing, highly detailed, intricate complexity, epic composition, magical atmosphere, cinematic lighting, masterpiece, ultra hd"
9028,1352,1341,2853364251,magic the gathering trade card template 
9029,1416,1404,4127518180,"post apocalyptic skyscraper, building, avenue, urban architecture, americana architecture, concrete architecture, paved roads, by thomas kinkade trending on artstation, photorealistic, wild vegetation, hyper detailed, hyper realistic, neon cyberpunk blade runner "
9030,1182,1172,3683320097,"a beautifully aesthetic rendering of a priestess, dark art, warm and soft and subdued colors, by greg rutkowski, daarken, julia hetta, stefan gesell, gothic art, digital painting, hyperrealism, drawing, deviantart, digital illustration, trending on artstation, hyperdetailed, watercolor, 8 k resolution, photorealism "
9031,279,278,2203596240,"duotone marble noir illustration 3 / 4 portrait of philippa eilhart sorceress with big owl eyes from witcher 3 dark hair in crimson and black stripes clothes. owls in the background. by sachin teng and sergey kolesov and ruan jia and heng z. graffiti art, scifi, fantasy, hyper detailed. octane render. concept art. trending on artstation "
9032,1425,1413,1944906706,"museum curator of abstract work with long golden hair and a beautiful dress with ribbons, tornado, windy, magnificent, medium shot, close up, details, sharp focus, elegant, highly detailed, illustration, by Jordan Grimmer and greg rutkowski and PiNe(パイネ) and 薯子Imoko and 香川悠作 and wlop and maya takamura, intricate, beautiful, Trending artstation, pixiv, digital Art"
9033,1689,1672,1320417793,nicki minaj 
9034,132,131,1997141887,"Interior of a wood cabin, big glass window, many beautiful plants in pots, dimly glowing fireplace, snowy landscape, hyper realistic, ultra detailed, trending on artstation, photo studio, concept art"
9035,1174,1165,1677745279,"Full body Portrait of Megatron concept art, Trending on Artstation, Transformers, intricate artwork by moebius and wlop. octane render, trending on artstation, greg rutkowski very coherent. Mecha, cinematic"
9036,377,374,4026746040,"hive mind entwined bodies, scorn themed dark sf biomechanical, intricate artwork masterpiece, ominous, dramatic horror cinematic lighting, volumetric 8 k, elden ring, by zdizslaw beksinski, karol bak, brian froud, trending on cgsociety, octane render, 8 k "
9037,725,718,3078331314,the resplendent golden artifacts of greek antiquity 
9038,1611,1596,2650130320,"the rug that really ties the room together, 8 k, ultra realistic, nice lighting, perfect composition, "
9039,650,644,3218447275,"painting by sargent and leyendecker and greg hildebrandt, james gurney, apollinaris vasnetsov, savrasov levitan polenov, studio ghibli style, giovanni paolo panini, middle ages, above the layered low clouds big lake wide river road to sea bay view faroe azores overcast "
9040,1842,1825,3252026743,"critical detail, atmospheric dreamscape painting, dramatic lighting, evokes a sense of wonder, digital art, sharp focus, wlop by ( artstation jeremiah ketner and leonardo da vinci and greg rutkowski ), cinematic, a simple textured vector based illustration, masterpiece : a dramatic framing of a challenge, contrasting colors "
9041,632,628,4122440819,"portrait of haribo bear in future city, color and shape focus, central composition, "
9042,1375,1364,1000111465,"lilith, posing heroically, heavenly, full body close-up shot, elegant, realistic character concept, high fantasy, light atmosphere, golden ratio, cinematic lighting, hyperdetailed, high resolution, insanely detailed and intricate, artstation, Marc Simonetti, Greg Rutkowski, octane render, 8k"
9043,64,63,2827544645,"a house, scifi artstation concept art, unreal engine, octane render, detailed textures, hyperrealism, realistic "
9044,1624,1609,375440703,Cannon photo of red Toyota supra mk3 made in 1986 front sideview parked on street
9045,917,908,3151107173,"a beautiful exquisite delicate hyperdetailed character design 4 k wallpaper illustration of a divine princess, victo ngai style, elegant, finely detailed perfect face, style of studio ghibli, makoto shinkai, raphael lacoste, louis comfort tiffany, denoise, deblurring, artgerm, james jean, ross tran, alphonse maria mucha, chinese style "
9046,270,269,1029595209,"mosaic pattern template of a sunflower, a pink dolphin "
9047,131,130,1757425663,"symbolism painting of highly detailed surealistic giant rennessaince llama head with complex shell body in the style of hieronymus bosch, llama, berries oil on canvas, master painting, melancholic, llama head"
9048,1864,1847,3734152433,"sharp, highly detailed, film from a 2 0 1 9 sci fi 8 k movie, set in 1 8 6 0, a girl playing chess with a small cute humanoid alien, in a garden on an alien planet, wearing 1 8 6 0 s clothes, atmospheric lighting, in focus, reflective eyes, 3 5 mm macro lens, live action, nice composition "
9049,1878,1861,284109890,"portrait of lois lane as athena, rossdraws, matte painting, artstation, on stylized background, masterpiece, highly detailed "
9050,772,765,831737471,"“McDonald’s new David Bowie burger, ad”"
9051,273,272,3311614987,"pyramid planisphere love, lightning, intricate detail, volumetric lighting, epic composition, hyper detailed, ultra realistic, sharp focus, octane render, candle volumetric, ray tracing, artstation trending, cgsociety, sense of awe, swirling mist, 4 k "
9052,454,451,2885711538,"a massive spaceship traveling through space by john berkey, it has the shape of an spear and six massive trusters in the back, megalitic, imposing, scifi, cinematic lighting, artstation hq "
9053,59,58,4172516373,a key art with many game cartridge that represents the game industry 
9054,1967,1949,2390129899,"kodak portra 4 0 0, 8 k, wide flashlight shot of a highly detailed, britt marling style, award winning colour still - life portrait of a large minimalistic room with rough concrete walls, a picasso painting, a square wall picture is leaning on the wall, a 1 9 5 0 s table, a 1 9 5 0 s table, some paintings "
9055,263,262,2369308739,urban lifestyle by artgerm yoshitaka amano 
9056,1086,1077,2516661786,"a still from gta by francis bacon, surreal, norman rockwell and james jean, greg hildebrandt, triadic color scheme, by greg rutkowski, in the style of francis bacon and edward hopper and beksinski, dark surrealism, grand theft auto video game, a still from the film alien "
9057,424,421,3225634047,"humanoid robot, highly detailed, expressive eyes, beautiful symmetric body, mechanical hands, award winning, by Tom Bagshaw"
9058,1817,1800,3963331344,"full body analogue photo of an igbo tribal chief, 35mm, f/1.4, Golden Hour light, national geographic, photographed by Martha Cooper,"
9059,1507,1495,3720275964,a small arboreal chemo - synthetic amphibian in a small poison river fantasy artwork epic detailed and intricate digital painting trending on artstation by wlop octane render 
